id,name,timestamp
80,gnoeur,2020-05-21 13:25:25.076013
81,eoseur,2020-05-21 13:25:25.076013
82,icnbtc,2020-05-21 13:25:25.076013
83,icneth,2020-05-21 13:25:25.076013
84,mlnbtc,2020-05-21 13:25:25.076013
85,mlneth,2020-05-21 13:25:25.076013
86,repcad,2020-05-21 13:25:25.076013
87,repeth,2020-05-21 13:25:25.076013
88,repeur,2020-05-21 13:25:25.076013
89,repjpy,2020-05-21 13:25:25.076013
90,repusd,2020-05-21 13:25:25.076013
91,repbtc,2020-05-21 13:25:25.076013
92,zeccad,2020-05-21 13:25:25.076013
93,zeceur,2020-05-21 13:25:25.076013
94,zecgbp,2020-05-21 13:25:25.076013
95,zecjpy,2020-05-21 13:25:25.076013
96,xmreur,2020-05-21 13:25:25.076013
97,dogebtc,2020-05-21 13:25:25.076013
98,xlmbtc,2020-05-21 13:25:25.076013
99,xlmeur,2020-05-21 13:25:25.076013
100,xlmusd,2020-05-21 13:25:25.076013
101,xrpcad,2020-05-21 13:25:25.076013
102,xrpjpy,2020-05-21 13:25:25.076013
103,dasheur,2020-05-21 13:25:25.076013
104,usdtusd,2020-05-21 13:25:25.076013
105,bchbtc,2020-05-21 13:25:25.076013
106,bchusd,2020-05-21 13:25:25.076013
107,bcheur,2020-05-21 13:25:25.076013
108,btcrub,2020-05-21 13:25:25.076013
109,nmcusd,2020-05-21 13:25:25.076013
110,ppcusd,2020-05-21 13:25:25.076013
111,ethltc,2020-05-21 13:25:25.076013
112,ethrub,2020-05-21 13:25:25.076013
113,btcsgd,2020-05-21 13:25:25.076013
114,btchkd,2020-05-21 13:25:25.076013
115,btcidr,2020-05-21 13:25:25.076013
116,btcaud,2020-05-21 13:25:25.076013
117,btcphp,2020-05-21 13:25:25.076013
118,btccny,2020-05-21 13:25:25.076013
119,btcinr,2020-05-21 13:25:25.076013
120,ethsgd,2020-05-21 13:25:25.076013
121,ethhkd,2020-05-21 13:25:25.076013
122,ethidr,2020-05-21 13:25:25.076013
123,ethaud,2020-05-21 13:25:25.076013
124,ethphp,2020-05-21 13:25:25.076013
125,ethcny,2020-05-21 13:25:25.076013
126,ethinr,2020-05-21 13:25:25.076013
127,bchjpy,2020-05-21 13:25:25.076013
128,bchsgd,2020-05-21 13:25:25.076013
129,btcjpy-weekly-futures,2020-05-21 13:25:25.076013
130,btcjpy-biweekly-futures,2020-05-21 13:25:25.076013
131,ltccny,2020-05-21 13:25:25.076013
132,btcusd-weekly-futures,2020-05-21 13:25:25.076013
133,btcusd-biweekly-futures,2020-05-21 13:25:25.076013
134,btcusd-quarterly-futures,2020-05-21 13:25:25.076013
135,ltcusd-weekly-futures,2020-05-21 13:25:25.076013
136,ltcusd-biweekly-futures,2020-05-21 13:25:25.076013
137,ltcusd-quarterly-futures,2020-05-21 13:25:25.076013
138,btccny-weekly-futures,2020-05-21 13:25:25.076013
139,btccny-quarterly-futures,2020-05-21 13:25:25.076013
140,ltccny-weekly-futures,2020-05-21 13:25:25.076013
141,ltccny-quarterly-futures,2020-05-21 13:25:25.076013
142,xmrbtc-quarterly-futures,2020-05-21 13:25:25.076013
143,dashbtc-quarterly-futures,2020-05-21 13:25:25.076013
144,xrpbtc-quarterly-futures,2020-05-21 13:25:25.076013
145,zecbtc-quarterly-futures,2020-05-21 13:25:25.076013
146,xtzbtc-quarterly-futures,2020-05-21 13:25:25.076013
147,xtzbtc-biquarterly-futures,2020-05-21 13:25:25.076013
148,btcusd-perpetual-futures,2020-05-21 13:25:25.076013
149,btcjpy-quarterly-futures,2020-05-21 13:25:25.076013
150,ethbtc-quarterly-futures,2020-05-21 13:25:25.076013
151,etcbtc-weekly-futures,2020-05-21 13:25:25.076013
152,ltcbtc-quarterly-futures,2020-05-21 13:25:25.076013
153,btcmxn,2020-05-21 13:25:25.076013
154,etccny,2020-05-21 13:25:25.076013
155,btczar,2020-05-21 13:25:25.076013
156,ethusdt,2020-05-21 13:25:25.076013
157,etcusdt,2020-05-21 13:25:25.076013
158,dashusdt,2020-05-21 13:25:25.076013
159,daobtc,2020-05-21 13:25:25.076013
160,daoeth,2020-05-21 13:25:25.076013
161,lskbtc,2020-05-21 13:25:25.076013
162,lsketh,2020-05-21 13:25:25.076013
163,repusdt,2020-05-21 13:25:25.076013
164,maidbtc,2020-05-21 13:25:25.076013
165,navbtc,2020-05-21 13:25:25.076013
166,sdcbtc,2020-05-21 13:25:25.076013
167,btsbtc,2020-05-21 13:25:25.076013
168,fctbtc,2020-05-21 13:25:25.076013
169,btcusdt,2020-05-21 13:25:25.076013
170,zeceth,2020-05-21 13:25:25.076013
171,zecxmr,2020-05-21 13:25:25.076013
172,zecusdt,2020-05-21 13:25:25.076013
173,ltcusdt,2020-05-21 13:25:25.076013
174,nxtbtc,2020-05-21 13:25:25.076013
175,nxtxmr,2020-05-21 13:25:25.076013
176,nxtusdt,2020-05-21 13:25:25.076013
177,xmrusdt,2020-05-21 13:25:25.076013
178,xrpusdt,2020-05-21 13:25:25.076013
179,xlmusdt,2020-05-21 13:25:25.076013
180,stratbtc,2020-05-21 13:25:25.076013
181,ltcxmr,2020-05-21 13:25:25.076013
182,gntbtc,2020-05-21 13:25:25.076013
183,dgbbtc,2020-05-21 13:25:25.076013
184,bchusdt,2020-05-21 13:25:25.076013
185,vtcbtc,2020-05-21 13:25:25.076013
186,grcbtc,2020-05-21 13:25:25.076013
187,ardrbtc,2020-05-21 13:25:25.076013
188,nautbtc,2020-05-21 13:25:25.076013
189,sjcxbtc,2020-05-21 13:25:25.076013
190,btcdxmr,2020-05-21 13:25:25.076013
191,btcdbtc,2020-05-21 13:25:25.076013
192,burstbtc,2020-05-21 13:25:25.076013
193,maidxmr,2020-05-21 13:25:25.076013
194,cvcbtc,2020-05-21 13:25:25.076013
195,bcnbtc,2020-05-21 13:25:25.076013
196,pinkbtc,2020-05-21 13:25:25.076013
197,neosbtc,2020-05-21 13:25:25.076013
198,xembtc,2020-05-21 13:25:25.076013
199,bcnxmr,2020-05-21 13:25:25.076013
200,blkxmr,2020-05-21 13:25:25.076013
201,radsbtc,2020-05-21 13:25:25.076013
202,blkbtc,2020-05-21 13:25:25.076013
203,hucbtc,2020-05-21 13:25:25.076013
204,zrxeth,2020-05-21 13:25:25.076013
205,scbtc,2020-05-21 13:25:25.076013
206,viabtc,2020-05-21 13:25:25.076013
207,dashxmr,2020-05-21 13:25:25.076013
208,ampbtc,2020-05-21 13:25:25.076013
209,nxcbtc,2020-05-21 13:25:25.076013
210,belabtc,2020-05-21 13:25:25.076013
211,sbdbtc,2020-05-21 13:25:25.076013
212,xvcbtc,2020-05-21 13:25:25.076013
213,xbcbtc,2020-05-21 13:25:25.076013
214,ppcbtc,2020-05-21 13:25:25.076013
215,gasbtc,2020-05-21 13:25:25.076013
216,clambtc,2020-05-21 13:25:25.076013
217,flobtc,2020-05-21 13:25:25.076013
218,dcrbtc,2020-05-21 13:25:25.076013
219,gaseth,2020-05-21 13:25:25.076013
220,emc2btc,2020-05-21 13:25:25.076013
221,bcybtc,2020-05-21 13:25:25.076013
222,pascbtc,2020-05-21 13:25:25.076013
223,gnteth,2020-05-21 13:25:25.076013
224,fldcbtc,2020-05-21 13:25:25.076013
225,expbtc,2020-05-21 13:25:25.076013
226,lbcbtc,2020-05-21 13:25:25.076013
227,vrcbtc,2020-05-21 13:25:25.076013
228,nmcbtc,2020-05-21 13:25:25.076013
229,potbtc,2020-05-21 13:25:25.076013
230,steembtc,2020-05-21 13:25:25.076013
231,zrxbtc,2020-05-21 13:25:25.076013
232,gamebtc,2020-05-21 13:25:25.076013
233,omnibtc,2020-05-21 13:25:25.076013
234,notebtc,2020-05-21 13:25:25.076013
235,ricbtc,2020-05-21 13:25:25.076013
236,xpmbtc,2020-05-21 13:25:25.076013
237,cvceth,2020-05-21 13:25:25.076013
238,sysbtc,2020-05-21 13:25:25.076013
239,xcpbtc,2020-05-21 13:25:25.076013
240,steemeth,2020-05-21 13:25:25.076013
241,btmbtc,2020-05-21 13:25:25.076013
242,storjbtc,2020-05-21 13:25:25.076013
243,btckrw,2020-05-21 13:25:25.076013
244,dashkrw,2020-05-21 13:25:25.076013
245,ethkrw,2020-05-21 13:25:25.076013
246,etckrw,2020-05-21 13:25:25.076013
247,ltckrw,2020-05-21 13:25:25.076013
248,xrpkrw,2020-05-21 13:25:25.076013
249,bchkrw,2020-05-21 13:25:25.076013
250,xmrkrw,2020-05-21 13:25:25.076013
251,zeckrw,2020-05-21 13:25:25.076013
252,edgbtc,2020-05-21 13:25:25.076013
253,neousdt,2020-05-21 13:25:25.076013
254,batbtc,2020-05-21 13:25:25.076013
255,zenbtc,2020-05-21 13:25:25.076013
256,vrmbtc,2020-05-21 13:25:25.076013
257,btcfxjpy,2020-05-21 13:25:25.076013
258,qtumkrw,2020-05-21 13:25:25.076013
259,bchbtc-monthly-futures,2020-05-21 13:25:25.076013
260,bchbtc-quarterly-futures,2020-05-21 13:25:25.076013
261,btgkrw,2020-05-21 13:25:25.076013
262,xmrbtc-monthly-futures,2020-05-21 13:25:25.076013
263,dashbtc-monthly-futures,2020-05-21 13:25:25.076013
264,xrpbtc-monthly-futures,2020-05-21 13:25:25.076013
265,zecbtc-monthly-futures,2020-05-21 13:25:25.076013
266,xtzbtc-monthly-futures,2020-05-21 13:25:25.076013
267,btcusd-monthly-futures,2020-05-21 13:25:25.076013
268,btcjpy-monthly-futures,2020-05-21 13:25:25.076013
269,ethbtc-monthly-futures,2020-05-21 13:25:25.076013
270,ltcbtc-monthly-futures,2020-05-21 13:25:25.076013
271,bchcad,2020-05-21 13:25:25.076013
272,btgcad,2020-05-21 13:25:25.076013
273,sntusd,2020-05-21 13:25:25.076013
274,sntbtc,2020-05-21 13:25:25.076013
275,snteth,2020-05-21 13:25:25.076013
276,gntusd,2020-05-21 13:25:25.076013
277,iotaeur,2020-05-21 13:25:25.076013
278,adabtc-monthly-futures,2020-05-21 13:25:25.076013
279,batusd,2020-05-21 13:25:25.076013
280,bateth,2020-05-21 13:25:25.076013
281,funbtc,2020-05-21 13:25:25.076013
282,funusd,2020-05-21 13:25:25.076013
283,funeth,2020-05-21 13:25:25.076013
284,zrxusd,2020-05-21 13:25:25.076013
285,tnbusd,2020-05-21 13:25:25.076013
286,tnbbtc,2020-05-21 13:25:25.076013
287,tnbeth,2020-05-21 13:25:25.076013
288,adabtc,2020-05-21 13:25:25.076013
289,adaeth,2020-05-21 13:25:25.076013
290,adausdt,2020-05-21 13:25:25.076013
291,xemeth,2020-05-21 13:25:25.076013
292,eoskrw,2020-05-21 13:25:25.076013
293,btgusdt,2020-05-21 13:25:25.076013
294,btgeth,2020-05-21 13:25:25.076013
295,sceth,2020-05-21 13:25:25.076013
296,xrpeth,2020-05-21 13:25:25.076013
297,strateth,2020-05-21 13:25:25.076013
298,xvgbtc,2020-05-21 13:25:25.076013
299,xvgusdt,2020-05-21 13:25:25.076013
300,voxbtc,2020-05-21 13:25:25.076013
301,ltceth,2020-05-21 13:25:25.076013
302,xmreth,2020-05-21 13:25:25.076013
303,dasheth,2020-05-21 13:25:25.076013
304,xlmbtc-monthly-futures,2020-05-21 13:25:25.076013
305,rcnusd,2020-05-21 13:25:25.076013
306,rcnbtc,2020-05-21 13:25:25.076013
307,trxbtc,2020-05-21 13:25:25.076013
308,trxeth,2020-05-21 13:25:25.076013
309,rcneth,2020-05-21 13:25:25.076013
310,trxusd,2020-05-21 13:25:25.076013
311,elfbtc,2020-05-21 13:25:25.076013
312,elfeth,2020-05-21 13:25:25.076013
313,elfusd,2020-05-21 13:25:25.076013
314,adabtc-quarterly-futures,2020-05-21 13:25:25.076013
315,xlmbtc-quarterly-futures,2020-05-21 13:25:25.076013
316,btcusd-biquarterly-futures,2020-05-21 13:25:25.076013
317,icxbtc,2020-05-21 13:25:25.076013
318,icxeth,2020-05-21 13:25:25.076013
319,neobtc-monthly-futures,2020-05-21 13:25:25.076013
320,ethbch,2020-05-21 13:25:25.076013
321,ltcbch,2020-05-21 13:25:25.076013
322,bchltc,2020-05-21 13:25:25.076013
323,iotaxlm,2020-05-21 13:25:25.076013
324,neobtc-quarterly-futures,2020-05-21 13:25:25.076013
325,rlcbtc,2020-05-21 13:25:25.076013
326,rlceth,2020-05-21 13:25:25.076013
327,rlcusd,2020-05-21 13:25:25.076013
328,btcpln,2020-05-21 13:25:25.076013
329,ethpln,2020-05-21 13:25:25.076013
330,btgeur,2020-05-21 13:25:25.076013
331,bchgbp,2020-05-21 13:25:25.076013
332,dashgbp,2020-05-21 13:25:25.076013
333,rddbtc,2020-05-21 13:25:25.076013
334,monabtc,2020-05-21 13:25:25.076013
335,blockbtc,2020-05-21 13:25:25.076013
336,nxsbtc,2020-05-21 13:25:25.076013
337,emcbtc,2020-05-21 13:25:25.076013
338,pivxbtc,2020-05-21 13:25:25.076013
339,wavesbtc,2020-05-21 13:25:25.076013
340,xzcbtc,2020-05-21 13:25:25.076013
341,kmdbtc,2020-05-21 13:25:25.076013
342,arkbtc,2020-05-21 13:25:25.076013
343,gbytebtc,2020-05-21 13:25:25.076013
344,bntbtc,2020-05-21 13:25:25.076013
345,bnteth,2020-05-21 13:25:25.076013
346,paybtc,2020-05-21 13:25:25.076013
347,payeth,2020-05-21 13:25:25.076013
348,storjeth,2020-05-21 13:25:25.076013
349,partbtc,2020-05-21 13:25:25.076013
350,xlmeth,2020-05-21 13:25:25.076013
351,waveseth,2020-05-21 13:25:25.076013
352,dgbeth,2020-05-21 13:25:25.076013
353,fcteth,2020-05-21 13:25:25.076013
354,omgusdt,2020-05-21 13:25:25.076013
355,saltbtc,2020-05-21 13:25:25.076013
356,salteth,2020-05-21 13:25:25.076013
357,powrbtc,2020-05-21 13:25:25.076013
358,powreth,2020-05-21 13:25:25.076013
359,engbtc,2020-05-21 13:25:25.076013
360,engeth,2020-05-21 13:25:25.076013
361,srnbtc,2020-05-21 13:25:25.076013
362,srneth,2020-05-21 13:25:25.076013
363,lrcbtc,2020-05-21 13:25:25.076013
364,lrceth,2020-05-21 13:25:25.076013
365,manabtc,2020-05-21 13:25:25.076013
366,manaeth,2020-05-21 13:25:25.076013
367,mcoeth,2020-05-21 13:25:25.076013
368,mcobtc,2020-05-21 13:25:25.076013
369,linkbtc,2020-05-21 13:25:25.076013
370,linketh,2020-05-21 13:25:25.076013
371,btgpln,2020-05-21 13:25:25.076013
372,gamepln,2020-05-21 13:25:25.076013
373,lskusd,2020-05-21 13:25:25.076013
374,dashpln,2020-05-21 13:25:25.076013
375,lskeur,2020-05-21 13:25:25.076013
376,gameusd,2020-05-21 13:25:25.076013
377,gameeur,2020-05-21 13:25:25.076013
378,ltcpln,2020-05-21 13:25:25.076013
379,lskpln,2020-05-21 13:25:25.076013
380,bchpln,2020-05-21 13:25:25.076013
381,btcmyr,2020-05-21 13:25:25.076013
382,btcngn,2020-05-21 13:25:25.076013
383,xrppln,2020-05-21 13:25:25.076013
384,anteth,2020-05-21 13:25:25.076013
385,antbtc,2020-05-21 13:25:25.076013
386,iotakrw,2020-05-21 13:25:25.076013
387,etcbtc-monthly-futures,2020-05-21 13:25:25.076013
388,neoeur,2020-05-21 13:25:25.076013
389,neojpy,2020-05-21 13:25:25.076013
390,neogbp,2020-05-21 13:25:25.076013
391,eosjpy,2020-05-21 13:25:25.076013
392,eosgbp,2020-05-21 13:25:25.076013
393,iotajpy,2020-05-21 13:25:25.076013
394,iotagbp,2020-05-21 13:25:25.076013
395,tusdusdt,2020-05-21 13:25:25.076013
396,tusdbtc,2020-05-21 13:25:25.076013
397,tusdeth,2020-05-21 13:25:25.076013
398,waxeth,2020-05-21 13:25:25.076013
399,waxbtc,2020-05-21 13:25:25.076013
400,reqbtc,2020-05-21 13:25:25.076013
401,reqeth,2020-05-21 13:25:25.076013
402,lrcusd,2020-05-21 13:25:25.076013
403,waxusd,2020-05-21 13:25:25.076013
404,requsd,2020-05-21 13:25:25.076013
405,polyeth,2020-05-21 13:25:25.076013
406,polybtc,2020-05-21 13:25:25.076013
407,xinbtc,2020-05-21 13:25:25.076013
408,nanobtc,2020-05-21 13:25:25.076013
409,nanoeth,2020-05-21 13:25:25.076013
410,wingsbtc,2020-05-21 13:25:25.076013
411,qrleth,2020-05-21 13:25:25.076013
412,adxeth,2020-05-21 13:25:25.076013
413,dnteth,2020-05-21 13:25:25.076013
414,veeeth,2020-05-21 13:25:25.076013
415,rdnbtc,2020-05-21 13:25:25.076013
416,rdneth,2020-05-21 13:25:25.076013
417,agibtc,2020-05-21 13:25:25.076013
418,agieth,2020-05-21 13:25:25.076013
419,rdnusd,2020-05-21 13:25:25.076013
420,agiusd,2020-05-21 13:25:25.076013
421,ftcbtc,2020-05-21 13:25:25.076013
422,grsbtc,2020-05-21 13:25:25.076013
423,xdnbtc,2020-05-21 13:25:25.076013
424,baybtc,2020-05-21 13:25:25.076013
425,slsbtc,2020-05-21 13:25:25.076013
426,ubqbtc,2020-05-21 13:25:25.076013
427,ionbtc,2020-05-21 13:25:25.076013
428,wingseth,2020-05-21 13:25:25.076013
429,qrlbtc,2020-05-21 13:25:25.076013
430,adxbtc,2020-05-21 13:25:25.076013
431,dntbtc,2020-05-21 13:25:25.076013
432,ignisbtc,2020-05-21 13:25:25.076013
433,veebtc,2020-05-21 13:25:25.076013
434,cloakbtc,2020-05-21 13:25:25.076013
435,upeth,2020-05-21 13:25:25.076013
436,upbtc,2020-05-21 13:25:25.076013
437,scusdt,2020-05-21 13:25:25.076013
438,trxusdt,2020-05-21 13:25:25.076013
439,zclbtc,2020-05-21 13:25:25.076013
440,antusd,2020-05-21 13:25:25.076013
441,mkrusdt,2020-05-21 13:25:25.076013
442,mkrbtc,2020-05-21 13:25:25.076013
443,mkreth,2020-05-21 13:25:25.076013
444,btcbtc-weekly-futures,2020-05-21 13:25:25.076013
445,xlmjpy,2020-05-21 13:25:25.076013
446,xlmgbp,2020-05-21 13:25:25.076013
447,xvgusd,2020-05-21 13:25:25.076013
448,xvgeur,2020-05-21 13:25:25.076013
449,xvgjpy,2020-05-21 13:25:25.076013
450,xvggbp,2020-05-21 13:25:25.076013
451,xvgeth,2020-05-21 13:25:25.076013
452,bftbtc,2020-05-21 13:25:25.076013
453,bfteth,2020-05-21 13:25:25.076013
454,bftusd,2020-05-21 13:25:25.076013
455,mkrusd,2020-05-21 13:25:25.076013
456,venbtc,2020-05-21 13:25:25.076013
457,veneth,2020-05-21 13:25:25.076013
458,kncbtc,2020-05-21 13:25:25.076013
459,knceth,2020-05-21 13:25:25.076013
460,poabtc,2020-05-21 13:25:25.076013
461,poaeth,2020-05-21 13:25:25.076013
462,venusd,2020-05-21 13:25:25.076013
463,kncusd,2020-05-21 13:25:25.076013
464,poausd,2020-05-21 13:25:25.076013
465,zilbtc,2020-05-21 13:25:25.076013
466,zileth,2020-05-21 13:25:25.076013
467,luneth,2020-05-21 13:25:25.076013
468,lunbtc,2020-05-21 13:25:25.076013
469,stormeth,2020-05-21 13:25:25.076013
470,stormbtc,2020-05-21 13:25:25.076013
471,subeth,2020-05-21 13:25:25.076013
472,subbtc,2020-05-21 13:25:25.076013
473,saibtc,2020-05-21 13:25:25.076013
474,saieth,2020-05-21 13:25:25.076013
475,cfibtc,2020-05-21 13:25:25.076013
476,cfieth,2020-05-21 13:25:25.076013
477,mtnbtc,2020-05-21 13:25:25.076013
478,mtneth,2020-05-21 13:25:25.076013
479,odebtc,2020-05-21 13:25:25.076013
480,odeeth,2020-05-21 13:25:25.076013
481,hmqeth,2020-05-21 13:25:25.076013
482,adteth,2020-05-21 13:25:25.076013
483,vibeth,2020-05-21 13:25:25.076013
484,ukgeth,2020-05-21 13:25:25.076013
485,bcpteth,2020-05-21 13:25:25.076013
486,proeth,2020-05-21 13:25:25.076013
487,blteth,2020-05-21 13:25:25.076013
488,nlgbtc,2020-05-21 13:25:25.076013
489,xwcbtc,2020-05-21 13:25:25.076013
490,aeonbtc,2020-05-21 13:25:25.076013
491,shiftbtc,2020-05-21 13:25:25.076013
492,hmqbtc,2020-05-21 13:25:25.076013
493,dctbtc,2020-05-21 13:25:25.076013
494,xelbtc,2020-05-21 13:25:25.076013
495,adtbtc,2020-05-21 13:25:25.076013
496,vibbtc,2020-05-21 13:25:25.076013
497,ukgbtc,2020-05-21 13:25:25.076013
498,bcptbtc,2020-05-21 13:25:25.076013
499,probtc,2020-05-21 13:25:25.076013
500,bltbtc,2020-05-21 13:25:25.076013
501,saiusd,2020-05-21 13:25:25.076013
502,cfiusd,2020-05-21 13:25:25.076013
503,mtnusd,2020-05-21 13:25:25.076013
504,odeusd,2020-05-21 13:25:25.076013
505,ngceth,2020-05-21 13:25:25.076013
506,ngcbtc,2020-05-21 13:25:25.076013
507,gupeth,2020-05-21 13:25:25.076013
508,trsteth,2020-05-21 13:25:25.076013
509,nmreth,2020-05-21 13:25:25.076013
510,tixeth,2020-05-21 13:25:25.076013
511,dmteth,2020-05-21 13:25:25.076013
512,slrbtc,2020-05-21 13:25:25.076013
513,rbybtc,2020-05-21 13:25:25.076013
514,thcbtc,2020-05-21 13:25:25.076013
515,iocbtc,2020-05-21 13:25:25.076013
516,bitbbtc,2020-05-21 13:25:25.076013
517,muebtc,2020-05-21 13:25:25.076013
518,dmdbtc,2020-05-21 13:25:25.076013
519,rvrbtc,2020-05-21 13:25:25.076013
520,bsdbtc,2020-05-21 13:25:25.076013
521,sibbtc,2020-05-21 13:25:25.076013
522,lmcbtc,2020-05-21 13:25:25.076013
523,crwbtc,2020-05-21 13:25:25.076013
524,dtbbtc,2020-05-21 13:25:25.076013
525,incntbtc,2020-05-21 13:25:25.076013
526,trstbtc,2020-05-21 13:25:25.076013
527,gupbtc,2020-05-21 13:25:25.076013
528,nmrbtc,2020-05-21 13:25:25.076013
529,tixbtc,2020-05-21 13:25:25.076013
530,merbtc,2020-05-21 13:25:25.076013
531,dmtbtc,2020-05-21 13:25:25.076013
532,swtbtc,2020-05-21 13:25:25.076013
533,gtoeth,2020-05-21 13:25:25.076013
534,gtobtc,2020-05-21 13:25:25.076013
535,dcrusdt,2020-05-21 13:25:25.076013
536,xmybtc,2020-05-21 13:25:25.076013
537,ocneth,2020-05-21 13:25:25.076013
538,ocnbtc,2020-05-21 13:25:25.076013
539,tusdusd,2020-05-21 13:25:25.076013
540,lymbtc,2020-05-21 13:25:25.076013
541,lymeth,2020-05-21 13:25:25.076013
542,utkbtc,2020-05-21 13:25:25.076013
543,utketh,2020-05-21 13:25:25.076013
544,veeusd,2020-05-21 13:25:25.076013
545,lymusd,2020-05-21 13:25:25.076013
546,utkusd,2020-05-21 13:25:25.076013
547,tubebtc,2020-05-21 13:25:25.076013
548,eosbtc-monthly-futures,2020-05-21 13:25:25.076013
549,bcibtc,2020-05-21 13:25:25.076013
550,bciusd,2020-05-21 13:25:25.076013
551,xineur,2020-05-21 13:25:25.076013
552,xinusd,2020-05-21 13:25:25.076013
553,xinpln,2020-05-21 13:25:25.076013
554,fsnbtc,2020-05-21 13:25:25.076013
555,fsneth,2020-05-21 13:25:25.076013
556,fsnusd,2020-05-21 13:25:25.076013
557,eosbtc-quarterly-futures,2020-05-21 13:25:25.076013
558,cmctbtc,2020-05-21 13:25:25.076013
559,cbtbtc,2020-05-21 13:25:25.076013
560,cbteth,2020-05-21 13:25:25.076013
561,cbtusd,2020-05-21 13:25:25.076013
562,dogeusdt,2020-05-21 13:25:25.076013
563,xemusdt,2020-05-21 13:25:25.076013
564,bcnusdt,2020-05-21 13:25:25.076013
565,xdnusdt,2020-05-21 13:25:25.076013
566,maidusdt,2020-05-21 13:25:25.076013
567,snmeth,2020-05-21 13:25:25.076013
568,cvcusdt,2020-05-21 13:25:25.076013
569,xtzbtc,2020-05-21 13:25:25.076013
570,1steth,2020-05-21 13:25:25.076013
571,taaseth,2020-05-21 13:25:25.076013
572,timeeth,2020-05-21 13:25:25.076013
573,diceeth,2020-05-21 13:25:25.076013
574,swteth,2020-05-21 13:25:25.076013
575,stratusdt,2020-05-21 13:25:25.076013
576,eosusdt,2020-05-21 13:25:25.076013
